movieId,title,combined_features
171251,"Nobody Speak: Hulk Hogan, Gawker and Trials of a Free Press",documentary documentary  
171495,Cosmos,(no genres listed) (no genres listed)  
171631,Maria Bamford: Old Baby,(no genres listed) (no genres listed)  
171695,Robin Williams: Live on Broadway,comedy comedy  
171701,The Death of Louis XIV,drama drama  
171749,Death Note: Desu nôto (2006–2007),(no genres listed) (no genres listed)  
171751,Munna bhai M.B.B.S.,comedy comedy  
171759,The Beguiled,drama thriller western drama thriller western  
171763,Baby Driver,action crime thriller action crime thriller  
171765,Okja,action adventure drama sci-fi action adventure drama sci-fi  
171811,Embassy,comedy sci-fi war comedy sci-fi war  
171867,Rough Night,comedy drama comedy drama  
171891,Generation Iron 2,(no genres listed) (no genres listed)  
171917,Mystère à la Tour Eiffel,drama mystery thriller drama mystery thriller  
172013,Stefan Zweig: Farewell to Europe,drama drama  
172215,Saved by the Bell: Hawaiian Style,comedy comedy  
172229,Plain Clothes,comedy mystery romance thriller comedy mystery romance thriller  
172233,The Prime Gig,drama romance drama romance  
172253,The Night Before,comedy comedy  
172321,Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog,comedy comedy  
172461,Get Me Roger Stone,documentary documentary  
172497,T2 3-D: Battle Across Time,(no genres listed) (no genres listed)  
172547,Despicable Me 3,adventure animation children comedy adventure animation children comedy  
172577,Last Year's Snow Was Falling,animation children comedy fantasy animation children comedy fantasy  
172583,Investigation Held by Kolobki,animation animation  
172585,Karlson Returns,adventure animation children adventure animation children  
172587,Vacations in Prostokvashino,animation animation  
172589,Winter in Prostokvashino,animation animation  
172591,The Godfather Trilogy: 1972-1990,(no genres listed) (no genres listed)  
172637,Priklyucheniya Kapitana Vrungelya,action adventure animation comedy action adventure animation comedy  
172705,Tickling Giants,documentary documentary  
172793,Vovka in the Kingdom of Far Far Away,adventure animation children fantasy adventure animation children fantasy  
172825,Adventures of Mowgli: The Kidnapping,adventure animation children adventure animation children  
172875,A Detective Story,animation sci-fi animation sci-fi  
172881,Final Flight of the Osiris,action animation sci-fi action animation sci-fi  
172887,Kid's Story,animation sci-fi animation sci-fi  
172909,Cheburashka,animation animation  
173145,War for the Planet of the Apes,action adventure drama sci-fi action adventure drama sci-fi  
173197,The Square,drama drama  
173205,The Meyerowitz Stories,comedy comedy  
173209,War Machine,comedy drama war comedy drama war  
173235,Tokyo Idols,documentary documentary  
173253,Vir Das: Abroad Understanding,comedy comedy  
173255,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",comedy comedy  
173291,Valerian and the City of a Thousand Planets,action adventure sci-fi action adventure sci-fi  
173307,The Gracefield Incident,action horror sci-fi action horror sci-fi  
173317,Shadow World,documentary documentary  
173351,Wow! A Talking Fish!,animation children comedy fantasy animation children comedy fantasy  
173355,Travels of an Ant,animation animation  
173535,The Adventures of Sherlock Holmes and Doctor Watson: The Hunt for the Tiger,(no genres listed) (no genres listed)  
173619,Fugitives,comedy crime comedy crime  
173751,Tiger Raid,thriller thriller  
173873,Gulliver's Travels,adventure children fantasy adventure children fantasy  
173925,Seven Sisters,sci-fi thriller sci-fi thriller  
173941,Atomic Blonde,thriller thriller  
173963,Empties,comedy comedy  
174045,Goon: Last of the Enforcers,comedy comedy  
174053,Black Mirror: White Christmas,drama horror mystery sci-fi thriller drama horror mystery sci-fi thriller dystopia future interesting jon hamm thought provoking 
174055,Dunkirk,action drama thriller war action drama thriller war brilliant inspiring tense 
174141,Belladonna of Sadness,animation drama fantasy animation drama fantasy  
174403,The Putin Interviews,(no genres listed) (no genres listed)  
174479,Unedited Footage of a Bear,horror thriller horror thriller  
174551,Obsession,comedy comedy  
174681,"Oh, Hello: On Broadway",comedy comedy  
174727,Good Time,crime drama crime drama  
174737,Don Camillo in Moscow,comedy comedy  
174815,The House,comedy comedy  
174909,Logan Lucky,comedy comedy  
175197,The Dark Tower,fantasy horror sci-fi western fantasy horror sci-fi western  
175199,Annabelle: Creation,horror horror  
175293,Gena the Crocodile,animation children animation children  
175303,It,horror horror  
175387,On the Trail of the Bremen Town Musicians,adventure animation children adventure animation children  
175397,"In the blue sea, in the white foam.",animation children fantasy animation children fantasy  
175401,Wolf and Calf,animation animation  
175431,Bobik Visiting Barbos,animation comedy animation comedy  
175435,The Magic Ring,animation fantasy animation fantasy  
175475,The Emoji Movie,animation children comedy animation children comedy  
175485,Death Note,horror thriller horror thriller  
175569,Wind River,action crime mystery thriller action crime mystery thriller  
175577,Rory Scovel Tries Stand-Up for the First Time,comedy comedy  
175585,Shot Caller,action crime drama thriller action crime drama thriller  
175661,The Hitman's Bodyguard,action comedy action comedy  
175693,Rick and Morty: State of Georgia Vs. Denver Fenton Allen,comedy crime comedy crime  
175705,Themroc,comedy horror comedy horror  
175707,A German Life,documentary documentary  
175743,Self-criticism of a Bourgeois Dog,comedy comedy  
175781,Der Herr Karl,comedy comedy  
176051,LEGO DC Super Hero Girls: Brain Drain,animation animation  
176101,Kingsman: The Golden Circle,action adventure comedy action adventure comedy  
176329,Ari Shaffir: Double Negative,comedy comedy  
176371,Blade Runner 2049,sci-fi sci-fi atmospheric beautiful cinematography dark dreamlike existentialism moody philosophical 
176389,The Nut Job 2: Nutty by Nature,adventure animation children comedy adventure animation children comedy  
176413,Bliss,drama drama  
176415,Alles Inklusive,comedy drama comedy drama  
176419,Mother!,drama horror mystery thriller drama horror mystery thriller allegorical uncomfortable unsettling 
176423,Icarus,documentary documentary  
176579,Cage Dive,drama horror thriller drama horror thriller  
176601,Black Mirror,(no genres listed) (no genres listed)  
176621,Boniface's Holiday,animation children comedy romance animation children comedy romance  
176751,American Made,crime thriller crime thriller  
176805,Little Boxes,comedy drama comedy drama  
176935,Geostorm,action action  
177185,Maz Jobrani: Immigrant,comedy comedy  
177285,Sword Art Online The Movie: Ordinal Scale,action adventure animation fantasy sci-fi action adventure animation fantasy sci-fi  
177593,"Three Billboards Outside Ebbing, Missouri",crime drama crime drama  
177615,Lady Bird,comedy comedy  
177763,Murder on the Orient Express,crime drama mystery crime drama mystery  
177765,Coco,adventure animation children adventure animation children  
177939,"The Night Is Short, Walk on Girl",animation romance animation romance  
178061,"I, Tonya",drama drama  
178111,"Fireworks, Should We See It from the Side or the Bottom?",animation animation  
178129,Adventures in Plymptoons!,documentary documentary  
178323,Gaga: Five Foot Two,documentary documentary  
178613,Dave Chappelle: Killin' Them Softly,comedy comedy  
178615,Front Cover,comedy drama romance comedy drama romance  
178827,Paddington 2,adventure animation children comedy adventure animation children comedy  
179053,2048: Nowhere to Run,sci-fi thriller sci-fi thriller  
179073,Male Hunt,comedy comedy  
179119,The Death of Stalin,comedy comedy  
179133,Loving Vincent,animation crime drama animation crime drama  
179135,Blue Planet II,documentary documentary  
179211,Christina P: Mother Inferior,comedy comedy  
179401,Jumanji: Welcome to the Jungle,action adventure children action adventure children action comedy dwayne johnson funny 
179427,Dane Cook: Troublemaker,comedy comedy  
179491,Mayhem,action horror action horror  
179511,Emerald Green,adventure drama fantasy romance adventure drama fantasy romance  
179709,Wonder Wheel,drama drama  
179749,Creep 2,comedy horror comedy horror  
179813,LBJ,drama drama  
179815,"Roman J. Israel, Esq.",drama thriller drama thriller  
179817,Darkest Hour,drama war drama war  
179819,Star Wars: The Last Jedi,action adventure fantasy sci-fi action adventure fantasy sci-fi  
179953,A Bad Moms Christmas,comedy comedy  
180031,The Shape of Water,adventure drama fantasy adventure drama fantasy atmospheric dreamlike 
180045,Molly's Game,drama drama  
180095,Wonder,drama drama  
180231,Daddy's Home 2,comedy drama comedy drama  
180263,The Shining,drama horror thriller drama horror thriller  
180265,Jim & Andy: The Great Beyond,documentary documentary  
180297,The Disaster Artist,comedy drama comedy drama  
180497,The Post,drama thriller drama thriller  
180777,Die Frauen von Ravensbrück,documentary documentary  
180985,The Greatest Showman,drama drama bad music 
180987,Ferdinand,animation children comedy animation children comedy  
181065,Jack Whitehall: At Large,comedy comedy  
181139,Lynne Koplitz: Hormonal Beast,comedy comedy  
181315,Phantom Thread,drama romance drama romance  
181413,Too Funny to Fail: The Life and Death of The Dana Carvey Show,(no genres listed) (no genres listed)  
181659,Craig Ferguson: Tickle Fight,comedy comedy  
181719,Serving in Silence: The Margarethe Cammermeyer Story,(no genres listed) (no genres listed)  
182293,Hare-um Scare-um,animation children comedy animation children comedy  
182297,Porky in Wackyland,animation comedy fantasy animation comedy fantasy  
182299,Porky's Hare Hunt,animation children comedy animation children comedy  
182639,The Second Renaissance Part II,animation sci-fi animation sci-fi  
182715,Annihilation,adventure mystery sci-fi thriller adventure mystery sci-fi thriller  
182727,A Christmas Story Live!,(no genres listed) (no genres listed)  
182731,Pixel Perfect,children comedy sci-fi children comedy sci-fi  
182749,Judd Apatow: The Return,comedy comedy  
182793,The Purple Sea,drama drama  
182823,Bright,action crime fantasy action crime fantasy  
183011,The Commuter,crime drama mystery thriller crime drama mystery thriller  
183197,Dave Chappelle: Equanimity,comedy comedy  
183199,Quest,documentary documentary  
183227,Dave Chappelle: The Bird Revelation,comedy comedy  
183295,Insidious: The Last Key,horror mystery thriller horror mystery thriller  
183301,The Tale of the Bunny Picnic,children children  
183317,Patti Rocks,comedy drama comedy drama  
183611,Game Night,action comedy crime horror action comedy crime horror comedy funny rachel mcadams 
183635,Maze Runner: The Death Cure,action mystery sci-fi thriller action mystery sci-fi thriller  
183897,Isle of Dogs,animation comedy animation comedy  
183911,The Clapper,comedy comedy  
183959,Tom Segura: Disgraceful,comedy comedy  
184015,When We First Met,comedy comedy  
184053,Battle Planet,action sci-fi action sci-fi  
184245,De platte jungle,documentary documentary  
184253,The Cloverfield Paradox,horror mystery sci-fi thriller horror mystery sci-fi thriller  
184257,Making a Murderer,crime documentary crime documentary  
184349,Elsa & Fred,comedy drama romance comedy drama romance  
184471,Tomb Raider,action adventure fantasy action adventure fantasy adventure alicia vikander video game adaptation 
184641,Fullmetal Alchemist 2018,action adventure fantasy action adventure fantasy  
184721,First Reformed,drama thriller drama thriller  
184791,Fred Armisen: Standup for Drummers,comedy comedy  
184931,Death Wish,action crime drama thriller action crime drama thriller  
184987,A Wrinkle in Time,adventure children fantasy sci-fi adventure children fantasy sci-fi  
184997,"Love, Simon",comedy drama comedy drama  
185029,A Quiet Place,drama horror thriller drama horror thriller  
185031,Alpha,adventure thriller adventure thriller  
185033,I Kill Giants,drama fantasy thriller drama fantasy thriller  
185135,Sherlock - A Study in Pink,crime crime  
